code;description;unit;unitPrice
103126;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  300 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;256,77
103127;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  350 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;347,99
103128;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  400 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;379,67
103129;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  450 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;470,89
103130;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  500 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;502,56
103131;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  600 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;565,91
103132;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  700 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;688,81
103133;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  800 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;752,17
103134;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  900 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;875,05
103135;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  1000 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;938,43
103136;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  1200 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;1.124,66
103137;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  80 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;30,53
103138;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  100 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;34,73
103139;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  150 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;45,31
103140;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  200 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;55,86
103141;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  250 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;86,27
103142;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  300 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;96,83
103143;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  350 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;127,24
103144;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  400 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;137,78
103145;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  450 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;168,19
103146;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  500 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;178,74
103147;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  600 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;199,87
103148;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  700 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;240,83
103149;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  800 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;261,95
103150;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  900 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;302,87
103151;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  1000 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;324,03
103152;ASSENTAMENTO DE CONEXÃO COM 1 ACESSO, FERRO FUNDIDO PARA REDE DE ÁGUA, DN  1200 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;386,12
103372;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 20 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;5,78
103373;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 32 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;11,34
103376;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 110 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;135,15
103377;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 160 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;289,25
103379;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 200 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;450,34
103383;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 315 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;1.103,59
103385;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 400 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;1.779,23
103387;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 500 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;3.121,55
103389;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 630 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;4.642,30
103391;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 800 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;3.056,40
103392;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 900 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;4.997,19
103393;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 1000 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;5.511,49
103394;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 1200 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;4.082,55
103395;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 1400 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;2.028,01
103396;TUBO PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 1600 MM, JUNTA SOLDADA (NÃO INCLUI A EXECUÇÃO DE SOLDA) - FORNECIMENTO E ASSENTAMENTO. AF_12/2021;M;1.368,49
103397;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 20 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;3,9
103398;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 32 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;6,24
103399;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 63 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;12,31
103400;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 90 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;17,58
103401;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 110 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;21,5
103402;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 160 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;31,27
103403;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 180 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;35,18
103404;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 200 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;39,09
103405;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 225 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;43,98
103406;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 250 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;48,86
103407;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 280 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;54,73
103408;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 315 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;61,57
103409;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 355 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;69,4
103410;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 400 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;78,18
103411;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 20 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;7,81
103412;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 32 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;12,5
103413;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 63 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;24,63
103414;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 90 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;35,18
103415;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 110 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;43
103416;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 160 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;62,55
103417;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 180 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;70,37
103418;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 200 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;78,18
103419;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 225 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;87,97
103420;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 250 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;97,73
103421;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 280 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;109,47
103422;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 315 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;123,15
103423;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 355 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;138,79
103424;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 400 MM, JUNTA SOLDADA (NÃO INCLUI O FORNECIMENTO E EXECUÇÃO DE SOLDA). AF_12/2021;UN;156,39
103425;LUVA, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 20 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;16,5
103426;LUVA, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 32 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;19,82
103427;LUVA, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 63 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;39,73
103428;LUVA, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 200 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;264,5
103429;LUVA, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 400 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;2.928,71
103430;COTOVELO 45 GRAUS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 32 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;35,42
103431;COTOVELO 45 GRAUS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 63 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;62,12
103432;COTOVELO 45 GRAUS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 200 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;1.662,53
103433;COTOVELO 90 GRAUS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 20 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;35,02
103434;COTOVELO 90 GRAUS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 32 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;48,45
103435;COTOVELO 90 GRAUS, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 63 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;90,17
103436;COTOVELO 90 GRAUS, POLIETILENO DE ALTA DENSIDADE (PEAD) PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 200 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;2.354,33
103437;TÊ DE SERVIÇO, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 63 X 20 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;187,07
103438;TÊ DE SERVIÇO, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 63 X 32 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;187,07
103439;TÊ DE SERVIÇO, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 63 X 63 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;220,28
103440;TÊ DE SERVIÇO, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 200 X 20 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;422,09
103441;TÊ DE SERVIÇO, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 200 X 32 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;427,47
103442;TÊ DE SERVIÇO, EM PEAD LISO PARA REDE DE ÁGUA OU ESGOTO, DIÂMETRO DE 200 X 63 MM, JUNTA SOLDADA POR ELETROFUSÃO (NÃO INCLUI A EXECUÇÃO DE SOLDA). AF_12/2021;UN;557,29
93206;EXECUÇÃO DE ESCRITÓRIO EM CANTEIRO DE OBRA EM ALVENARIA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_02/2016;M2;1.166,52
93207;EXECUÇÃO DE ESCRITÓRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_02/2016;M2;1.188,39
93208;EXECUÇÃO DE ALMOXARIFADO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, INCLUSO PRATELEIRAS. AF_02/2016;M2;948,5
93209;EXECUÇÃO DE ALMOXARIFADO EM CANTEIRO DE OBRA EM ALVENARIA, INCLUSO PRATELEIRAS. AF_02/2016;M2;948,34
93210;EXECUÇÃO DE REFEITÓRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_02/2016;M2;627,25
93211;EXECUÇÃO DE REFEITÓRIO EM CANTEIRO DE OBRA EM ALVENARIA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_02/2016;M2;610,34
93212;EXECUÇÃO DE SANITÁRIO E VESTIÁRIO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO. AF_02/2016;M2;1.034,79
93213;EXECUÇÃO DE SANITÁRIO E VESTIÁRIO EM CANTEIRO DE OBRA EM ALVENARIA, NÃO INCLUSO MOBILIÁRIO. AF_02/2016;M2;1.036,68
93214;EXECUÇÃO DE RESERVATÓRIO ELEVADO DE ÁGUA (1000 LITROS) EM CANTEIRO DE OBRA, APOIADO EM ESTRUTURA DE MADEIRA. AF_02/2016_PA;UN;6.833,67
93243;EXECUÇÃO DE RESERVATÓRIO ELEVADO DE ÁGUA (2000 LITROS) EM CANTEIRO DE OBRA, APOIADO EM ESTRUTURA DE MADEIRA. AF_02/2016_PA;UN;10.631,66
93582;EXECUÇÃO DE CENTRAL DE ARMADURA EM CANTEIRO DE OBRA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_04/2016;M2;283,85
93583;EXECUÇÃO DE CENTRAL DE FÔRMAS, PRODUÇÃO DE ARGAMASSA OU CONCRETO EM CANTEIRO DE OBRA, NÃO INCLUSO MOBILIÁRIO E EQUIPAMENTOS. AF_04/2016;M2;463,11
93584;EXECUÇÃO DE DEPÓSITO EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO. AF_04/2016;M2;924,99
93585;EXECUÇÃO DE GUARITA EM CANTEIRO DE OBRA EM CHAPA DE MADEIRA COMPENSADA, NÃO INCLUSO MOBILIÁRIO. AF_04/2016;M2;1.275,57
98441;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUÇÃO TEMPORÁRIA EM CHAPA SIMPLES, EXTERNA, COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6 M², SEM VÃO. AF_05/2018;M2;158,44
98442;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUÇÃO TEMPORÁRIA EM CHAPA SIMPLES, EXTERNA, COM ÁREA LÍQUIDA MENOR QUE 6 M², SEM VÃO. AF_05/2018;M2;161,34
98443;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUÇÃO TEMPORÁRIA EM CHAPA SIMPLES, INTERNA, COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6 M², SEM VÃO. AF_05/2018;M2;140,3
98444;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUÇÃO TEMPORÁRIA EM CHAPA SIMPLES, INTERNA, COM ÁREA LÍQUIDA MENOR QUE 6 M², SEM VÃO. AF_05/2018;M2;142,37
98445;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUÇÃO TEMPORÁRIA EM CHAPA SIMPLES, EXTERNA, COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6 M², COM VÃO. AF_05/2018;M2;190,05
98446;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUÇÃO TEMPORÁRIA EM CHAPA SIMPLES, EXTERNA, COM ÁREA LÍQUIDA MENOR QUE 6 M², COM VÃO. AF_05/2018;M2;241,77
98447;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUÇÃO TEMPORÁRIA EM CHAPA SIMPLES, INTERNA, COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6 M², COM VÃO. AF_05/2018;M2;164,69
98448;PAREDE DE MADEIRA COMPENSADA PARA CONSTRUÇÃO TEMPORÁRIA EM CHAPA SIMPLES, INTERNA, COM ÁREA LÍQUIDA MENOR QUE 6 M², COM VÃO. AF_05/2018;M2;205,26
